hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode,src
98,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_ami-4,36467,a
98,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_ami-4a,36467a,d
98,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_ami-4a,36467a,e
98,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_ami-4a,36467a,c
99,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_ami-5,36467,e
99,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_ami-5,36467,a
99,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_ami-5a,36467a,b
99,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_ami-5a,36467a,d
99,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_ami-5a,36467a,c
100,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_ami-7a,36467,b
100,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_ami-7a,36467,c
100,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_ami-7aa,36467a,d
100,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_ami-7aa,36467a,a
100,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_ami-7aa,36467a,e
101,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_ami-8a,36467,c
101,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_ami-8a,36467,e
101,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_ami-8aa,36467a,d
101,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_ami-8aa,36467a,a
101,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_ami-8aa,36467a,b
102,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_hf-1,36467,d
102,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_hf-1,36467,e
102,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_hf-1a,36467a,b
102,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_hf-1a,36467a,a
102,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_hf-1a,36467a,c
103,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_hf-2,36467,b
103,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_hf-2,36467,a
103,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_hf-2a,36467a,c
103,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_hf-2a,36467a,d
103,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_hf-2a,36467a,e
104,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_hf-3,36467,a
104,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_hf-3,36467,c
104,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_hf-3a,36467a,d
104,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_hf-3a,36467a,e
104,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_hf-3a,36467a,b
105,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_hf-4,36467,e
105,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_hf-4,36467,c
105,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_hf-4a,36467a,b
105,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_hf-4a,36467a,a
105,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_hf-4a,36467a,d
106,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_pn-2,36467,d
106,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_pn-2,36467,c
106,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_pn-2a,36467a,b
106,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_pn-2a,36467a,e
106,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_pn-2a,36467a,a
107,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_pn-3b,36467,c
107,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_pn-3b,36467,a
107,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_pn-3ba,36467a,d
107,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_pn-3ba,36467a,e
107,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_pn-3ba,36467a,b
108,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_pn-4,36467,e
108,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_pn-4,36467,d
108,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_pn-4a,36467a,a
108,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_pn-4a,36467a,c
108,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_pn-4a,36467a,b
109,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_pn-5c,36467,a
109,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_pn-5c,36467,c
109,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_pn-5ca,36467a,d
109,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_pn-5ca,36467a,b
109,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_pn-5ca,36467a,e
110,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_pn-6,36467,a
110,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_pn-6,36467,d
110,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_pn-6a,36467a,e
110,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_pn-6a,36467a,c
110,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_pn-6a,36467a,b
111,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_pn-7,36467,e
111,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_pn-7,36467,b
111,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_pn-7a,36467a,d
111,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_pn-7a,36467a,c
111,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_pn-7a,36467a,a
112,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_scip-card-2,36467,a
112,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_scip-card-2,36467,d
112,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_scip-card-2a,36467a,c
112,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_scip-card-2a,36467a,b
112,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_scip-card-2a,36467a,e
113,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_scip-inf-1,36467,e
113,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_scip-inf-1,36467,a
113,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_scip-inf-1a,36467a,b
113,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_scip-inf-1a,36467a,c
113,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_scip-inf-1a,36467a,d
114,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_scip-inf-2,36467,c
114,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_scip-inf-2,36467,d
114,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_scip-inf-2a,36467a,a
114,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_scip-inf-2a,36467a,e
114,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_scip-inf-2a,36467a,b
115,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_scip-inf-3,36467,e
115,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_scip-inf-3,36467,b
115,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_scip-inf-3a,36467a,c
115,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_scip-inf-3a,36467a,d
115,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_scip-inf-3a,36467a,a
116,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_scip-inf-4,36467,e
116,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_scip-inf-4,36467,c
116,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_scip-inf-4a,36467a,d
116,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_scip-inf-4a,36467a,a
116,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_scip-inf-4a,36467a,b
117,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_scip-inf-6,36467,d
117,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007,al,al_scip-inf-6,36467,c
117,702 n main sta,oppa,covingtona,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541a,10007a,ala,al_scip-inf-6a,36467a,a
117,702 n main st,opp,covington,mizell memorial hospital,voluntary non-profit - private,acute care hospitals,3344933541,10007a,ala,al_scip-inf-6a,36467a,e
