hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode
153,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_hf-2a,35640a
153,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_hf-2a,35640a
153,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_hf-2a,35640a
154,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_hf-3,35640
154,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_hf-3,35640
154,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_hf-3a,35640a
154,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_hf-3a,35640a
154,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_hf-3a,35640a
155,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_hf-4,35640
155,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_hf-4,35640
155,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_hf-4a,35640a
155,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_hf-4a,35640a
155,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_hf-4a,35640a
156,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_pn-2,35640
156,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_pn-2,35640
156,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_pn-2a,35640a
156,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_pn-2a,35640a
156,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_pn-2a,35640a
157,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_pn-3b,35640
157,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_pn-3b,35640
157,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_pn-3ba,35640a
157,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_pn-3ba,35640a
157,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_pn-3ba,35640a
158,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_pn-4,35640
158,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_pn-4,35640
158,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_pn-4a,35640a
158,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_pn-4a,35640a
158,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_pn-4a,35640a
159,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_pn-5c,35640
159,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_pn-5c,35640
159,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_pn-5ca,35640a
159,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_pn-5ca,35640a
159,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_pn-5ca,35640a
160,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_pn-6,35640
160,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_pn-6,35640
160,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_pn-6a,35640a
160,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_pn-6a,35640a
160,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_pn-6a,35640a
161,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_pn-7,35640
161,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_pn-7,35640
161,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_pn-7a,35640a
161,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_pn-7a,35640a
161,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_pn-7a,35640a
162,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-card-2,35640
162,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-card-2,35640
162,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_scip-card-2a,35640a
162,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-card-2a,35640a
162,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-card-2a,35640a
163,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-inf-1,35640
163,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-inf-1,35640
163,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_scip-inf-1a,35640a
163,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-inf-1a,35640a
163,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-inf-1a,35640a
164,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-inf-2,35640
164,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-inf-2,35640
164,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_scip-inf-2a,35640a
164,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-inf-2a,35640a
164,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-inf-2a,35640a
165,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-inf-3,35640
165,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-inf-3,35640
165,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_scip-inf-3a,35640a
165,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-inf-3a,35640a
165,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-inf-3a,35640a
166,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-inf-4,35640
166,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-inf-4,35640
166,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_scip-inf-4a,35640a
166,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-inf-4a,35640a
166,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-inf-4a,35640a
167,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-inf-6,35640
167,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-inf-6,35640
167,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_scip-inf-6a,35640a
167,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-inf-6a,35640a
167,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-inf-6a,35640a
168,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-vte-1,35640
168,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-vte-1,35640
168,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_scip-vte-1a,35640a
168,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-vte-1a,35640a
168,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-vte-1a,35640a
169,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-vte-2,35640
169,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009,al,al_scip-vte-2,35640
169,201 pine street northwesta,hartsellea,morgana,hartselle medical center,proprietary,acute care hospitals,2567736511a,10009a,ala,al_scip-vte-2a,35640a
169,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-vte-2a,35640a
169,201 pine street northwest,hartselle,morgan,hartselle medical center,proprietary,acute care hospitals,2567736511,10009a,ala,al_scip-vte-2a,35640a
170,8000 alabama highway 69a,guntersvillea,marshalla,marshall medical center north,government - hospital district or authority,acute care hospitals,2565718000a,10010,al,al_ami-1,35976
170,8000 alabama highway 69a,guntersvillea,marshalla,marshall medical center north,government - hospital district or authority,acute care hospitals,2565718000a,10010,al,al_ami-1,35976
170,8000 alabama highway 69a,guntersvillea,marshalla,marshall medical center north,government - hospital district or authority,acute care hospitals,2565718000a,10010a,ala,al_ami-1a,35976a
170,8000 alabama highway 69,guntersville,marshall,marshall medical center north,government - hospital district or authority,acute care hospitals,2565718000,10010a,ala,al_ami-1a,35976a
170,8000 alabama highway 69,guntersville,marshall,marshall medical center north,government - hospital district or authority,acute care hospitals,2565718000,10010a,ala,al_ami-1a,35976a
171,8000 alabama highway 69a,guntersvillea,marshalla,marshall medical center north,government - hospital district or authority,acute care hospitals,2565718000a,10010,al,al_ami-2,35976
171,8000 alabama highway 69a,guntersvillea,marshalla,marshall medical center north,government - hospital district or authority,acute care hospitals,2565718000a,10010,al,al_ami-2,35976
171,8000 alabama highway 69a,guntersvillea,marshalla,marshall medical center north,government - hospital district or authority,acute care hospitals,2565718000a,10010a,ala,al_ami-2a,35976a
171,8000 alabama highway 69,guntersville,marshall,marshall medical center north,government - hospital district or authority,acute care hospitals,2565718000,10010a,ala,al_ami-2a,35976a
171,8000 alabama highway 69,guntersville,marshall,marshall medical center north,government - hospital district or authority,acute care hospitals,2565718000,10010a,ala,al_ami-2a,35976a
172,8000 alabama highway 69a,guntersvillea,marshalla,marshall medical center north,government - hospital district or authority,acute care hospitals,2565718000a,10010,al,al_ami-3,35976
