flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate
2011-12-13-AA-3823-LAX-DEN,December 13- 2011               09:00 PM    ,December 13- 2011     , 44J,December 14- 2011               12:15 AM    ,December 14- 2011     , A49    
2011-12-13-AA-1165-JFK-MIA,December 13- 2011               06:59 AM    ,December 13- 2011               07:38 AM    , 14,December 13- 2011               10:34 AM    ,December 13- 2011               10:30 AM    , D2    
2011-12-13-AA-3786-IAH-ORD,December 13- 2011               04:00 PM    ,December 13- 2011               03:59 PM    , A29,December 13- 2011               06:40 PM    ,December 13- 2011               06:04 PM    , G13    
2011-12-13-AA-3468-CVG-MIA,December 13- 2011               07:00 AM    ,December 13- 2011               06:53 AM    , 1,December 13- 2011               09:55 AM    ,December 13- 2011               09:22 AM    , D60D    
2011-12-13-AA-204-LAX-MCO,December 13- 2011               11:25 PM    ,December 13- 2011     , 47A,December 14- 2011               06:55 AM    ,December 14- 2011     , TBA    
2011-12-13-AA-466-IAH-MIA,December 13- 2011               06:00 AM    ,December 13- 2011               05:57 AM    , A27,December 13- 2011               09:20 AM    ,December 13- 2011               09:18 AM    , D46    
2011-12-13-AA-3-JFK-LAX,December 13- 2011               12:00 PM    ,December 13- 2011               11:53 AM    , 46,December 13- 2011               03:15 PM    ,December 13- 2011               03:17 PM    , 48B    
2011-12-13-AA-1007-MIA-PHX,December 13- 2011               04:55 PM    ,December 13- 2011               04:55 PM    , D17,December 13- 2011               08:05 PM    ,December 13- 2011               08:08 PM    , 6    
2011-12-13-AA-271-MIA-LAX,December 13- 2011               11:35 AM    ,December 13- 2011               11:50 AM    , D32,December 13- 2011               02:25 PM    ,December 13- 2011               02:16 PM    , 46A    
2011-12-13-AA-4198-ORD-CLE,December 13- 2011               10:40 AM    ,December 13- 2011               11:40 AM    , G14A,December 13- 2011               12:55 PM    ,December 13- 2011               01:41 PM    , A3    
2011-12-13-AA-400-DFW-JFK,December 13- 2011               10:40 AM    ,December 13- 2011               10:46 AM    , D22,December 13- 2011               02:59 PM    ,December 13- 2011               02:53 PM    , 41    
2011-12-13-AA-1886-BOS-MIA,December 13- 2011               10:45 AM    ,December 13- 2011               10:47 AM    , B33,December 13- 2011               02:20 PM    ,December 13- 2011               01:48 PM    , D23    
2011-12-13-AA-1917-JFK-MCO,December 13- 2011               02:55 PM    ,December 13- 2011               03:03 PM    , 40,December 13- 2011               05:55 PM    ,December 13- 2011               05:53 PM    , 16    
2011-12-13-AA-3809-PHX-LAX,December 13- 2011               06:00 AM    ,December 13- 2011               05:56 AM    , 2,December 13- 2011               06:40 AM    ,December 13- 2011               06:25 AM    , 44I    
2011-12-13-AA-2957-DFW-CVG,December 13- 2011               07:55 AM    ,December 13- 2011               07:48 AM    , B10B,December 13- 2011               11:05 AM    ,December 13- 2011               10:54 AM    , 3    
2011-12-13-UA-1500-IAH-GUA,Tue- Dec 13 8:55 AM,Tue- Dec 13 9:18 AM            Delayed,E3,Tue- Dec 13 11:45 AM,Tue- Dec 13 12:07 PM,15
2011-12-13-UA-3515-IAD-MSP,Tue- Dec 13 8:15 AM,Tue- Dec 13 8:08 AM,D16,Tue- Dec 13 10:06 AM,Tue- Dec 13 10:21 AM,E6
2011-12-13-UA-664-ORD-PHL,Tue- Dec 13 1:27 PM,Tue- Dec 13 1:24 PM,C24,Tue- Dec 13 4:25 PM,Tue- Dec 13 4:23 PM,D9
2011-12-13-UA-414-LAX-SFO,Tue- Dec 13 6:00 AM,Tue- Dec 13 5:58 AM,73,Tue- Dec 13 7:23 AM,Tue- Dec 13 7:11 AM,89
2011-12-13-UA-257-JFK-SFO,Tue- Dec 13 2:30 PM,Tue- Dec 13 2:28 PM,7,Tue- Dec 13 6:15 PM,Tue- Dec 13 5:50 PM,73
2011-12-13-UA-62-IAH-EWR,Tue- Dec 13 2:30 PM,Tue- Dec 13 2:33 PM,C-39,Tue- Dec 13 7:03 PM,Tue- Dec 13 7:05 PM,C74
2011-12-13-UA-843-LAX-ORD,Tue- Dec 13 1:55 PM,Tue- Dec 13 1:55 PM,77,Tue- Dec 13 7:53 PM,Tue- Dec 13 7:25 PM,B14
2011-12-13-UA-248-PHX-ORD,Tue- Dec 13 12:54 PM,Tue- Dec 13 12:54 PM            On Time,5,Tue- Dec 13 5:13 PM,Tue- Dec 13 4:56 PM,B11
2011-12-13-UA-397-JFK-SFO,Tue- Dec 13 8:00 AM,Tue- Dec 13 7:57 AM,10,Tue- Dec 13 11:55 AM,Tue- Dec 13 11:32 AM,85
2011-12-13-UA-2704-DTW-PHX,Tue- Dec 13 11:15 AM,Tue- Dec 13 11:15 AM,D14,Tue- Dec 13 1:40 PM,Tue- Dec 13 2:02 PM,A6
2011-12-13-UA-2515-DFW-CLT,Tue- Dec 13 7:05 AM,Tue- Dec 13 7:17 AM,E35,Tue- Dec 13 10:31 AM,Tue- Dec 13 10:42 AM,D9
2011-12-13-UA-3373-IAD-PHL,Tue- Dec 13 8:29 AM,Tue- Dec 13 8:26 AM,C26,Tue- Dec 13 9:24 AM,Tue- Dec 13 9:19 AM,D7
2011-12-13-UA-2906-PHL-MCO,Tue- Dec 13 3:50 PM,Tue- Dec 13 3:50 PM            Delayed,C27,Tue- Dec 13 6:23 PM,Tue- Dec 13 6:10 PM,58
2011-12-13-UA-938-DEN-ORD,Tue- Dec 13 4:16 PM,Tue- Dec 13 5:17 PM,B45,Tue- Dec 13 7:35 PM,Tue- Dec 13 8:17 PM,C25
2011-12-13-UA-3099-PHX-PHL,Tue- Dec 13 11:55 AM,Tue- Dec 13 11:55 AM,B13,Tue- Dec 13 6:17 PM,Tue- Dec 13 6:12 PM,A4
2011-12-13-UA-3925-IAD-ORF,Tue- Dec 13 8:42 AM,Tue- Dec 13 8:55 AM,A2G,Tue- Dec 13 9:55 AM,Tue- Dec 13 10:27 AM,--
2011-12-13-UA-5487-SFO-MRY,Tue- Dec 13 10:39 AM,Tue- Dec 13 10:43 AM,87A,Tue- Dec 13 11:19 AM,Tue- Dec 13 11:40 AM,--
2011-12-13-UA-3050-PHX-CLT,Tue- Dec 13 11:05 AM,Tue- Dec 13 11:05 AM,A21,Tue- Dec 13 4:57 PM,Tue- Dec 13 4:49 PM,B5
2011-12-13-UA-828-SFO-ORD,Tue- Dec 13 11:08 PM,Tue- Dec 13 11:08 PM            On Time,68,Wed- Dec 14 5:11 AM,Wed- Dec 14 5:11 AM,B8
2011-12-13-UA-2830-MCO-CLT,Tue- Dec 13 3:27 PM,Tue- Dec 13 3:36 PM,58,Tue- Dec 13 5:05 PM,Tue- Dec 13 5:26 PM,C15
2011-12-13-UA-37-EDI-EWR,Tue- Dec 13 9:05 AM,Tue- Dec 13 8:54 AM,--,Tue- Dec 13 11:53 AM,Tue- Dec 13 11:38 AM,B63
2011-12-13-UA-2708-EWR-CLT,Tue- Dec 13 2:55 PM,Tue- Dec 13 2:55 PM,A37,Tue- Dec 13 4:53 PM,Tue- Dec 13 4:29 PM,C13
2011-12-13-UA-233-LAX-JFK,Tue- Dec 13 4:25 PM,Tue- Dec 13 4:25 PM,73,Wed- Dec 14 12:29 AM,Wed- Dec 14 12:29 AM,3
2011-12-13-UA-2726-FLL-PHL,Tue- Dec 13 4:00 PM,Tue- Dec 13 4:00 PM,E3,Tue- Dec 13 6:46 PM,Tue- Dec 13 6:35 PM,B5
2011-12-13-UA-2945-PHL-CLT,Tue- Dec 13 12:00 AM,Tue- Dec 13 2:12 PM,B9,Tue- Dec 13 1:45 PM,Tue- Dec 13 1:36 PM,C15
2011-12-13-UA-6273-YYC-SFO,Tue- Dec 13 7:35 AM,Tue- Dec 13 7:24 AM,--,Tue- Dec 13 9:43 AM,Tue- Dec 13 9:06 AM,76B
2011-12-13-UA-2314-ATL-PHL,Tue- Dec 13 2:55 PM,Tue- Dec 13 2:55 PM,D23,Tue- Dec 13 5:00 PM,Tue- Dec 13 4:46 PM,B6
2011-12-13-UA-382-IAD-LAX,Tue- Dec 13 12:30 PM,Tue- Dec 13 12:29 PM            On Time,C27,Tue- Dec 13 3:19 PM,Tue- Dec 13 3:14 PM,72
2011-12-13-UA-854-SFO-IAH,Tue- Dec 13 7:53 AM,Tue- Dec 13 7:48 AM,85,Tue- Dec 13 1:39 PM,Tue- Dec 13 1:31 PM,C16
2011-12-14-AA-1221-MCO-ORD,December 14- 2011               08:00 PM    ,December 14- 2011               08:36 PM    , 15,December 14- 2011               09:50 PM    ,December 14- 2011               10:27 PM    , K7    
2011-12-14-AA-4307-ORD-DTW,December 14- 2011               06:45 PM    ,December 14- 2011               06:45 PM    , G17,December 14- 2011               09:10 PM    ,December 14- 2011               09:17 PM    , D28    
2011-12-14-AA-616-DFW-DTW,December 14- 2011               09:05 AM    ,December 14- 2011               09:01 AM    , C30,December 14- 2011               12:35 PM    ,December 14- 2011               12:31 PM    , D32    
2011-12-14-AA-431-MIA-SFO,December 14- 2011               08:35 AM    ,December 14- 2011               08:30 AM    , D1,December 14- 2011               11:50 AM    ,December 14- 2011               11:24 AM    , 57    
2011-12-14-AA-3756-ORD-SLC,December 14- 2011               12:15 PM    ,December 14- 2011               12:57 PM    , G6B,December 14- 2011               02:45 PM    ,December 14- 2011               03:09 PM    , A1    
2011-12-14-AA-2050-ORD-MIA,December 14- 2011               10:40 AM    ,December 14- 2011               10:57 AM    , H15,December 14- 2011               02:45 PM    ,December 14- 2011               02:44 PM    , D3    
2011-12-14-AA-3804-PHL-ORD,December 14- 2011               02:35 PM    ,December 14- 2011               03:06 PM    , A7,December 14- 2011               04:05 PM    ,December 14- 2011               05:09 PM    , G13    
2011-12-14-AA-1664-MIA-ATL,December 14- 2011               10:15 AM    ,December 14- 2011               11:49 AM    , D17,December 14- 2011               12:10 PM    ,December 14- 2011               01:48 PM    , T11    
2011-12-14-AA-789-ORD-DEN,December 14- 2011               01:05 PM    ,December 14- 2011               02:12 PM    , H11A,December 14- 2011               02:35 PM    ,December 14- 2011               03:56 PM    , A45    
2011-12-14-AA-1733-ORD-PHX,December 14- 2011               07:45 PM    ,December 14- 2011     , H15,December 14- 2011               10:30 PM    ,December 14- 2011     , 6    
2011-12-14-AA-4277-CVG-JFK,December 14- 2011               12:10 PM    ,December 14- 2011               12:01 PM    , 1,December 14- 2011               02:15 PM    ,December 14- 2011               02:02 PM    , 31B    
2011-12-14-AA-2312-DFW-DTW,December 14- 2011               08:25 PM    ,December 14- 2011     , C14,December 14- 2011               11:50 PM    ,December 14- 2011     , D32    
2011-12-14-AA-85-JFK-SFO,December 14- 2011               03:05 PM    ,December 14- 2011               03:54 PM    , 41,December 14- 2011               06:30 PM    ,December 14- 2011               07:14 PM    , 58B    
2011-12-14-AA-404-MIA-MCO,December 14- 2011               06:45 AM    ,December 14- 2011               06:43 AM    , E5,December 14- 2011               07:45 AM    ,December 14- 2011               07:37 AM    , 14    
2011-12-14-AA-446-DFW-PHL,December 14- 2011               11:50 AM    ,December 14- 2011               11:50 AM    , D20,December 14- 2011               03:50 PM    ,December 14- 2011               03:55 PM    , A9    
2011-12-14-AA-2268-PHX-ORD,December 14- 2011               07:15 AM    ,December 14- 2011               07:43 AM    , 6,December 14- 2011               11:35 AM    ,December 14- 2011               11:59 AM    , H15    
2011-12-14-AA-4344-ORD-DTW,December 14- 2011               11:45 AM    ,December 14- 2011               12:10 PM    , G6A,December 14- 2011               02:00 PM    ,December 14- 2011               02:52 PM    , D28    
2011-12-14-AA-484-DFW-MIA,December 14- 2011               04:15 PM    ,December 14- 2011               04:15 PM    , D28,December 14- 2011               07:55 PM    ,December 14- 2011               07:52 PM    , D51    
2011-12-14-AA-3979-CVG-ORD,December 14- 2011               07:30 AM    ,December 14- 2011               07:27 AM    , 3,December 14- 2011               08:00 AM    ,December 14- 2011               08:19 AM    , G11    
2011-12-14-AA-3063-SLC-LAX,December 14- 2011               08:20 PM    ,December 14- 2011               08:23 PM    , A3,December 14- 2011               09:20 PM    ,December 14- 2011     , 44H    
2011-12-14-AA-3859-IAH-ORD,December 14- 2011               07:10 AM    ,December 14- 2011               07:30 AM    , A29,December 14- 2011               09:40 AM    ,December 14- 2011               10:10 AM    , G4    
2011-12-14-AA-3842-MSP-ORD,December 14- 2011               06:00 AM    ,December 14- 2011               05:59 AM    , E14,December 14- 2011               07:30 AM    ,December 14- 2011               07:38 AM    , G4    
2011-12-14-AA-1544-SAN-ORD,December 14- 2011               11:25 AM    ,December 14- 2011               11:47 AM    , 27,December 14- 2011               05:25 PM    ,December 14- 2011               05:46 PM    , H6    
2011-12-14-AA-649-ORD-SNA,December 14- 2011               01:30 PM    ,December 14- 2011     , H10,December 14- 2011               03:50 PM    ,December 14- 2011     , 7    
2011-12-14-AA-1640-MIA-MCO,December 14- 2011               06:30 PM    ,December 14- 2011     , D33,December 14- 2011               07:25 PM    ,December 14- 2011     , 14    
2011-12-14-AA-518-MIA-JFK,December 14- 2011               06:30 AM    ,December 14- 2011               06:29 AM    , D16,December 14- 2011               09:15 AM    ,December 14- 2011               09:22 AM    , 38    
2011-12-14-AA-2525-DFW-MIA,December 14- 2011               07:25 AM    ,December 14- 2011               07:26 AM    , D36,December 14- 2011               11:10 AM    ,December 14- 2011               11:00 AM    , D22    
2011-12-14-AA-1279-DFW-PHX,December 14- 2011               01:00 PM    ,December 14- 2011               12:59 PM    , A29,December 14- 2011               02:35 PM    ,December 14- 2011               02:43 PM    , 4    
2011-12-14-AA-1522-SFO-ORD,December 14- 2011               11:55 PM    ,December 14- 2011     , 57,December 15- 2011               05:50 AM    ,December 15- 2011     , H10    
2011-12-14-AA-1434-DFW-MCO,December 14- 2011               07:15 AM    ,December 14- 2011               07:16 AM    , C36,December 14- 2011               10:35 AM    ,December 14- 2011               10:41 AM    , 15    
2011-12-14-AA-59-JFK-SFO,December 14- 2011               07:10 AM    ,December 14- 2011               07:07 AM    , 6,December 14- 2011               10:45 AM    ,December 14- 2011               10:45 AM    , 58B    
2011-12-14-AA-415-BOS-ORD,December 14- 2011               08:35 AM    ,December 14- 2011               09:07 AM    , B34,December 14- 2011               10:40 AM    ,December 14- 2011               11:05 AM    , K8    
2011-12-14-AA-222-LAX-BOS,December 14- 2011               07:10 AM    ,December 14- 2011               07:03 AM    , 47B,December 14- 2011               03:30 PM    ,December 14- 2011               03:09 PM    , B35    
2011-12-14-AA-3823-LAX-DEN,December 14- 2011               09:00 PM    ,December 14- 2011     , 44J,December 15- 2011               12:15 AM    ,December 15- 2011     , A49    
2011-12-14-AA-1165-JFK-MIA,December 14- 2011               06:59 AM    ,December 14- 2011               06:51 AM    , 42,December 14- 2011               10:34 AM    ,December 14- 2011               10:00 AM    , D2    
2011-12-14-AA-3786-IAH-ORD,December 14- 2011               04:00 PM    ,December 14- 2011               05:26 PM    , A29,December 14- 2011               06:40 PM    ,December 14- 2011               07:53 PM    , H3A    
2011-12-14-AA-3468-CVG-MIA,December 14- 2011               07:00 AM    ,December 14- 2011               07:00 AM    , 1,December 14- 2011               09:55 AM    ,December 14- 2011               09:21 AM    , D60L    
2011-12-14-AA-204-LAX-MCO,December 14- 2011               11:25 PM    ,December 14- 2011     , 47B,December 15- 2011               06:55 AM    ,December 15- 2011     , TBA    
2011-12-14-AA-466-IAH-MIA,December 14- 2011               06:00 AM    ,December 14- 2011               05:57 AM    , A27,December 14- 2011               09:20 AM    ,December 14- 2011               09:10 AM    , D36    
2011-12-14-AA-3-JFK-LAX,December 14- 2011               12:00 PM    ,December 14- 2011               11:58 AM    , 36,December 14- 2011               03:15 PM    ,December 14- 2011               03:16 PM    , 47B    
2011-12-14-AA-1007-MIA-PHX,December 14- 2011               04:55 PM    ,December 14- 2011               06:19 PM    , D30,December 14- 2011               08:05 PM    ,December 14- 2011     , 6    
2011-12-14-AA-271-MIA-LAX,December 14- 2011               11:35 AM    ,December 14- 2011               11:37 AM    , D11,December 14- 2011               02:25 PM    ,December 14- 2011               02:22 PM    , 46B    
2011-12-14-AA-643-MIA-ORD,December 14- 2011               07:10 AM    ,December 14- 2011               07:19 AM    , D22,December 14- 2011               09:35 AM    ,December 14- 2011               10:00 AM    , H15    
2011-12-14-AA-4198-ORD-CLE,December 14- 2011               10:40 AM    ,December 14- 2011               11:52 AM    , G2A,December 14- 2011               12:55 PM    ,December 14- 2011               02:04 PM    , A3    
2011-12-14-AA-400-DFW-JFK,December 14- 2011               10:40 AM    ,December 14- 2011               10:42 AM    , D21,December 14- 2011               02:59 PM    ,December 14- 2011               02:49 PM    , 39    
2011-12-14-AA-1886-BOS-MIA,December 14- 2011               10:45 AM    ,December 14- 2011               10:49 AM    , B31,December 14- 2011               02:20 PM    ,December 14- 2011               02:00 PM    , D16    
2011-12-14-AA-1917-JFK-MCO,December 14- 2011               02:55 PM    ,December 14- 2011               03:02 PM    , 3,December 14- 2011               05:55 PM    ,December 14- 2011               05:37 PM    , 16    
2011-12-14-AA-3809-PHX-LAX,December 14- 2011               06:00 AM    ,December 14- 2011               05:58 AM    , 2,December 14- 2011               06:40 AM    ,December 14- 2011               06:18 AM    , 44F    
2011-12-14-AA-2957-DFW-CVG,December 14- 2011               07:55 AM    ,December 14- 2011               07:53 AM    , B23,December 14- 2011               11:05 AM    ,December 14- 2011               10:57 AM    , 3    
2011-12-14-UA-1500-IAH-GUA,Wed- Dec 14 8:55 AM,Wed- Dec 14 9:14 AM            Delayed,E23,Wed- Dec 14 11:45 AM,Wed- Dec 14 12:04 PM,--
2011-12-14-UA-3515-IAD-MSP,Wed- Dec 14 8:22 AM,Wed- Dec 14 8:17 AM,D20,Wed- Dec 14 10:13 AM,Wed- Dec 14 10:15 AM,E8
2011-12-14-UA-664-ORD-PHL,Wed- Dec 14 1:33 PM,Wed- Dec 14 1:27 PM,B9,Wed- Dec 14 4:31 PM,Wed- Dec 14 4:15 PM,D11
2011-12-14-UA-414-LAX-SFO,Wed- Dec 14 6:00 AM,Wed- Dec 14 5:59 AM,70A,Wed- Dec 14 7:23 AM,Wed- Dec 14 7:20 AM,88
2011-12-14-UA-257-JFK-SFO,Wed- Dec 14 2:30 PM,Wed- Dec 14 2:22 PM,9,Wed- Dec 14 6:15 PM,Wed- Dec 14 5:31 PM,80
2011-12-14-UA-62-IAH-EWR,Wed- Dec 14 2:30 PM,Wed- Dec 14 2:31 PM,C-39,Wed- Dec 14 7:03 PM,Wed- Dec 14 6:45 PM,C80
2011-12-14-UA-843-LAX-ORD,Wed- Dec 14 1:55 PM,Wed- Dec 14 2:21 PM,77,Wed- Dec 14 7:53 PM,Wed- Dec 14 8:26 PM,C9
2011-12-14-UA-248-PHX-ORD,Wed- Dec 14 12:57 PM,Wed- Dec 14 12:57 PM            On Time,3,Wed- Dec 14 5:15 PM,Wed- Dec 14 5:03 PM,C17
2011-12-14-UA-397-JFK-SFO,Wed- Dec 14 8:00 AM,Wed- Dec 14 7:55 AM,12,Wed- Dec 14 11:55 AM,Wed- Dec 14 11:04 AM,80
2011-12-14-UA-2704-DTW-PHX,Wed- Dec 14 11:15 AM,Wed- Dec 14 11:15 AM,D14,Wed- Dec 14 1:40 PM,Wed- Dec 14 1:44 PM,A6
2011-12-14-UA-2515-DFW-CLT,Wed- Dec 14 7:05 AM,Wed- Dec 14 7:05 AM,E35,Wed- Dec 14 10:31 AM,Wed- Dec 14 10:19 AM,D13
2011-12-14-UA-3373-IAD-PHL,Wed- Dec 14 8:29 AM,Wed- Dec 14 8:32 AM,C22,Wed- Dec 14 9:24 AM,Wed- Dec 14 9:24 AM,D7
2011-12-14-UA-2906-PHL-MCO,Wed- Dec 14 3:50 PM,Wed- Dec 14 3:56 PM            Delayed,C27,Wed- Dec 14 6:23 PM,Wed- Dec 14 6:12 PM,58
2011-12-14-UA-938-DEN-ORD,Wed- Dec 14 4:16 PM,Wed- Dec 14 4:34 PM,B44,Wed- Dec 14 7:35 PM,Wed- Dec 14 8:00 PM,C25
2011-12-14-UA-3099-PHX-PHL,Wed- Dec 14 11:55 AM,Wed- Dec 14 11:55 AM,B14,Wed- Dec 14 6:17 PM,Wed- Dec 14 5:59 PM,A8
2011-12-14-UA-3925-IAD-ORF,Wed- Dec 14 8:42 AM,Wed- Dec 14 8:32 AM,A2G,Wed- Dec 14 9:55 AM,Wed- Dec 14 9:35 AM,--
2011-12-14-UA-5487-SFO-MRY,Wed- Dec 14 10:39 AM,Wed- Dec 14 10:32 AM,87A,Wed- Dec 14 11:19 AM,Wed- Dec 14 11:35 AM,--
2011-12-14-UA-3050-PHX-CLT,Wed- Dec 14 11:05 AM,Wed- Dec 14 11:05 AM,A22,Wed- Dec 14 4:57 PM,Wed- Dec 14 4:50 PM,B13
